query_id,query,category,system,rank,doc_id,score,job_title,company,job_location,job_level,job_type,job_skills,latency_ms
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,9,JOB_0333527,0.6379798650741577,MACHINE LEARNING RESEARCHER,Gables Search Group,"New York, NY",Mid senior,Onsite,"Quantitative Research, Machine Learning Engineering, Statistical Analysis, Econometrics, Financial Modeling, Machine Learning Development, Data Preprocessing, Feature Engineering, Data Cleaning, Algorithmic Trading Strategies, Portfolio Management, Risk Management, Collaborative Research, Continuous Learning, Quantitative Finance, Statistics, Economics, Computer Science, Python, R, Data Engineering, Financial Markets, Trading Strategies, Risk Management, Communication, Collaboration, Dynamic Environment, FastPaced Environment, Project Requirements",25.915497000369214
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,10,JOB_0332798,0.6378704905509949,Machine Learning Engineer,Tiger Analytics,"Seattle, WA",Mid senior,Onsite,"Machine Learning, Data Science, AI, Scalable Machine Learning systems, Production data pipelines, Containerization, Data collection, Data analysis, Data validation, Data cleansing, Software development, Machine learning workflows, Code integration, Code deployment, ML code design, ML code testing, ML code debugging, ML code documentation, Data extraction, Data analysis, Data visualization, Statistical software, Relational databases, NoSQL databases, Cloud infrastructure, Cloud services, SQL, Python, R, Javascript, Big data environments, Experimental plans, Analytic plans, Data modeling, Statistical measures, Data visualization tools, Communication skills, Bachelor's or Master's degree, Data workflows, Data collection methodologies, Software solution architecting, Azure, AI certifications, ML certifications",25.915497000369214
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,11,JOB_0357993,0.6378410458564758,Machine Learning Engineer,H2O.ai,"Sydney, New South Wales, Australia",Mid senior,Onsite,"Machine Learning, Software Engineering, Python, R, SQL, Data Engineering, ETL, Big Data, Microservices, REST API, Data Visualization, H2O Wave, Tableau, PowerBI, MLFlow, Supervised Learning, Unsupervised Learning, Clustering, Decision Tree Learning, Neural Networks, Statistical Techniques, Customer Service, Communication, Hadoop, Spark, NoSQL, DevOps, Git, Jenkins, ArgoCD, Data Privacy, Security, Natural Language Processing, Computer Vision, Model Interpretability, Feature Importance, Partial Dependence Plots, SHAP Values, IaC, Terraform, AWS Cloud Formation, Containerization, Kubernetes, Docker, kubectl, helm",25.915497000369214
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,12,JOB_0204453,0.6361846923828125,Machine Learning (Advanced),microTECH Global LTD,"London, England, United Kingdom",Mid senior,Onsite,"Machine learning, Artificial intelligence, Privacy preserving, Ondevice machine learning, Software engineering, Python, C/C++, Git, CI, Agile, Tensorflow, PyTorch, Model development, Deployment, Embedded devices, Distributed devices, Testdriven development, Open source software libraries",25.915497000369214
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,13,JOB_0211476,0.6342963576316833,"Machine Learning Engineer, Prescient Design",Genentech,"New York, NY",Associate,Onsite,"Machine Learning, Data Sources, Software Design, Software Engineering, Deep Learning, Computer Science, PyTorch, Collaborative Work, Programming, Molecular Design, Applied Statistics, Mathematics, ProblemSolving, Research, Algorithms",25.915497000369214
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,14,JOB_0085709,0.6336421966552734,Senior Machine Learning Engineer,Iconstaff,"Miami, FL",Mid senior,Onsite,"Machine learning, NLP, Small language models, Large language models, Deep learning, Transfer learning, AI infrastructure, Scalable architectures, Productionready ML solutions, Classification, Entity extraction, Recommendation engines, Explainability, Ethical AI, Crossfunctional collaboration, Knowledge sharing, Mentoring, Agile ML workflows, Continuous deployment, DevOps, Python, TensorFlow, PyTorch, Kubernetes, Docker, NLTK, Spacy, Stanford CoreNLP, BERT, GPT3, NoSQL databases, Streaming pipelines, Containerization",25.915497000369214
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,15,JOB_0375920,0.6320643424987793,Lead ML Engineer (Machine Learning),InfoVision Inc.,"Richardson, TX",Mid senior,Onsite,"Software Development, ML Engineering, Python, Java, Cloud Computing, AWS, GCP, OnPrem Clusters, CloudBased Platform Development, CloudBased Pipeline Development, Productization, Basic ML Practices, Standard Workflows, Data Science Concepts, Data Scientist Needs, Collaboration Skills, Communication Skills, Cloud Infrastructures, Cloud Ops, CI/CD Process, MLOps/DevOps",25.915497000369214
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,16,JOB_0286752,0.6316306591033936,Senior Data Scientist / Machine Learning Engineer,Version 1,"Belfast, Northern Ireland, United Kingdom",Mid senior,Onsite,"Python, Spark, Flink, Airflow, Azure Data Factory, ETL/ELT, Machine Learning, Data Science, Supervised Learning, Unsupervised Learning, Evaluation Metrics, Data Preprocessing, Data Preparation, Features Selection, Dimensionality Reduction, Exploratory Analysis, Sampling, Agile Scrum, Huggingface, PyTorch, TensorFlow, Databricks, Offshore Team, Consultancy, Communication Skills, Written English, Oral English, Master's Degree, Data Science, AI, Quantitative Field",25.915497000369214
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,17,JOB_0070454,0.625849723815918,"Machine Learning Engineer (Malvern, Pennsylvania, Charlotte NC/Direct Hire)",Diligente Technologies,"Malvern, PA",Mid senior,Onsite,"Machine Learning, Data Pipelines, Data Engineering, Model Development Environments, Data Science, Data Requirements, Data Discovery, Data Quality, Business Context, SDLC, Model Deployment, Experimental Methodologies, Statistics, Optimization, Probability Theory, Data Model Design, Cross Functional Teams, Strategic Initiatives, Data Discovery Tools, Undergraduate Degree, Graduate Degree, Eight Years Related Work Experience",25.915497000369214
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,18,JOB_0381869,0.6250267624855042,Generative AI Engineer,BeaconFire Inc.,"Malvern, PA",Mid senior,Onsite,"Python, LangChain, LangIndex, PyTorch, SageMaker SDK, psycopg2, Docker, AWS ECR, AWS, Glue, S3, Lambda, CodeCommit, CodePipeline, Streamlit, NodeJS, NLP, Text classification, Completion, Summarization, Generation, Embeddings models, Vector embeddings, Vector databases, RAG architecture, Retrieval optimization, Splitting methods, Benchmarks, Model evaluation, Vector similarity, Distributed training, Microservices, Data preprocessing, Data analysis, Finetuning, AWS Solutions Architect, AWS Machine Learning Specialty",25.915497000369214
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,19,JOB_0468206,0.624638557434082,Machine Learning Engineer 03-SE1220-2,Probity Inc.,"McLean, VA",Mid senior,Onsite,"Neural Networks, LLMs, Python, R, PyTorch, Tensorflow, Keras, SQL, Github, Jenkins, GPUs, HuggingFace Transformers, Cloud Computing, Flask, Text Classification, Topic Modeling, SciKit Learn, Semantic Search, Tableau, Explainable AI (XAI), ONNX (Open Neural Net Exchange)",25.915497000369214
Q02,machine learning engineer with NLP PyTorch and transformers,data,dense_pca128,20,JOB_0253934,0.6197898387908936,Senior Machine Learning Engineer,Neuratek Search,"Reading, England, United Kingdom",Mid senior,Onsite,"Machine learning, Deep learning, Statistical modelling, Python, TensorFlow, PyTorch, Data preprocessing, Data engineering, Cloud platforms, AWS, Azure, GCP, Spark, Hadoop, Natural language Processing, Docker, Kubernetes, Large datasets, Model deployment, Model optimization, Model monitoring, Model performance",25.915497000369214
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,1,JOB_0392258,0.7077454328536987,Business Intelligence (BI) Developer,Advantage Group International,"Toronto, Ontario, Canada",Mid senior,Onsite,"Business Intelligence, Data Visualization, Tableau, Power BI, Qlik, Looker, Data Analysis, Data Modeling, Data Warehousing, Data Marts, Data Governance, Data Integration, Data Security, SQL, JavaScript, Python, Java, R, Software Architecture, Database Design, Database Optimization, Software Development, Agile Methodology, Written Communication, Verbal Communication, Organizational Skills, Discipline, Creativity, Problem Solving, Teamwork, Time Management",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,2,JOB_0313233,0.6962577104568481,Business Intelligence PowerBI Developer / SQL ETL Developer (C),"Estrada Consulting, Inc","West Sacramento, CA",Mid senior,Onsite,"Reporting, Analytics, Microsoft Power BI, Tableau, Microsoft SQL Server Reporting Services, Python, ETL, Microsoft SQL Server Integration Services, Microsoft Azure Data Factory (ADF), Microsoft Power BI Data Analyst Certification, Tableau Certified Data Analyst Certification, Microsoft Azure Data Engineering Associate Certification, Data warehouse, System integration, Custom application development, Project management, Custom reporting solutions",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,3,JOB_0197249,0.6930144429206848,Business Intelligence PowerBI Developer / SQL ETL Developer,"Estrada Consulting, Inc","West Sacramento, CA",Mid senior,Onsite,"Microsoft Power BI, Tableau, Microsoft SQL Server Reporting Services, Python, Microsoft SQL Server Integration Services, Microsoft Azure Data Factory, Microsoft PowerBI Data Analyst Certification, Tableau Certified Data Analyst Certification, Microsoft Azure Data Engineering Associate Certification, Reporting, Analytics, Data Visualization, Data Warehousing, Business Intelligence, ETL, Data Pipeline Integration",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,4,JOB_0008752,0.680465817451477,Business Intelligence Developer,Rebyc Recruiting,Charlotte Metro,Mid senior,Onsite,"Power BI, DAX, ALM Toolkit, Tabular Editor, Power BI Desktop, Amazon Redshift, SQL Server, Data modeling, Data design, BI Analytics, Reporting",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,5,JOB_0009920,0.6802818775177002,BI Business Analyst,Accroid Inc,"Columbus, OH",Associate,Onsite,"Data Reconciliation, Data Analysis, Data Visualization, Dashboard Development, SQL, Python, Data Profiling, Data Validation",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,6,JOB_0395756,0.6784927845001221,BI Analyst,Adria Solutions Ltd,"Monkswood, England, United Kingdom",Mid senior,Onsite,"Business Intelligence, Data Analysis, Data Visualization, Domo, SQL, Excel, Data Pipelines, ETL Processes, Communication, SelfMotivation, Collaboration, Computer Science, Statistics, PowerBI, AWS QuickSight, Python, R, Statistical Analysis, Payroll, HR, AWS, Bonus, Flexible Working",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,7,JOB_0302634,0.6748542189598083,Business Analyst,Coforge,"Milton Keynes, England, United Kingdom",Mid senior,Onsite,"Salesforce, Power BI, SAS, SQL, Business Analyst, Banking",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,8,JOB_0233158,0.6728653907775879,BUSINESS INTELLIGENCE ANALYST,Workforce Connections,"St Louis, MO",Associate,Onsite,"Business Intelligence, Data Analysis, Power BI, Power Query, Power Pivot, Power BI Service, Dataflows, SQL, Azure Data Factory, Database Modeling, Star Schema, Business Intelligence Infrastructure, Data Warehouse Design, Reporting and Analytics, Data Architecture, Technical Support, ProblemSolving, Analytical Skills, Conceptual Skills, Visual Design, ETL/ELT Pipelines, Dimensional Modeling, Strategic Thinking, Tactical Thinking, Interpersonal Skills, Communication Skills, Teamwork",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,9,JOB_0055568,0.6654935479164124,Power BI (Business Intelligence) Analyst,Latitude Inc,"West Palm Beach, FL",Mid senior,Onsite,"Power BI, SQL, DAX, MDX, TSQL, Data modeling, Process engineering, Written communication, Verbal communication, Teamwork, Conflict resolution, Data visualization, Data profiling, Data quality assurance, Business Intelligence, Data warehouse, Relational databases, Multidimensional databases, Oracle Fusion, Dynamics, Azure Data Lake, Power Query, Bachelor's Degree, Business Intelligence Experience, Data Lake, Data Visualization",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,10,JOB_0210688,0.6633973717689514,BI Analyst,Adria Solutions Ltd,"Glasgow, Scotland, United Kingdom",Mid senior,Onsite,"Data Analysis, Data Visualization, Domo, SQL, Excel, Data Pipelines, ETL Processes, Data Models, Reports, Dashboards, Data Consolidation, Data Standardization, Data Cleaning, Data Organization, Customer Care, Analytical Mindset, Attention to Detail, Communication Skills, Teamwork, Independence, Problem Solving, Computer Science Degree, Statistics Degree, Python, R, Statistical Analysis, Payroll, HR, AWS",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,11,JOB_0257992,0.6602913737297058,Data Analyst-Power BI,"First Brands Group, LLC","Ciudad Juárez, Chihuahua, Mexico",Mid senior,Onsite,"Data Analysis, Procurement, Business Acumen, Financial Acumen, Analytical Skills, Negotiation Skills, Project Management, Power BI, Excel, Macros, Dashboards, Bachelor's Degree, Advanced English",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,12,JOB_0088193,0.6602354049682617,Business Intelligence Analyst III,IHA,"Ann Arbor, MI",Mid senior,Onsite,"Data Analytics, Business Intelligence, SQL, Data Warehousing, Data Visualization, PowerBI, Tableau, SSRS, Business Objects, Machine Learning, Predictive Analytics, Natural Language Processing, ChatGPT, Augmented Analytics, Data Governance, Master Data Management, RoleBased Security, Microsoft SQL Server Data Quality Services, Master Data Services, SSAS Tabular Models, EHR, Epic Patient Care System, MS365, Microsoft Excel, SQL Server Management Server (SSMS), Windows, InOffice Chat, Videoconferencing, MS Teams, Slack, Zoom, Project Management, Communication, Interpersonal Skills, Leadership, Time Management, Problem Solving, Decision Making, Confidentiality, Data Analysis Experience, Healthcare Data Analysis, Financial Data Analysis, Advanced Analytics Experience, Data Quality Experience, Database Design Experience, Business Intelligence Experience, Project Management Experience, Vendor Management Experience",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,13,JOB_0090973,0.6588948369026184,Business Intelligence Analyst with Security Clearance,ClearanceJobs,"Coronado, CA",Mid senior,Onsite,"Business Intelligence (BI), Data Visualization, Microsoft Power BI, Data Analysis, Data Extraction Transformation and Loading (ETL), Data Validation, Data Modeling, SelfService Business Intelligence, AdHoc Reporting, Statistical Modeling, SQL, Data Cleansing, Data Collection, Technical Communication, Data Analyst, AI and ML Modeling, Computer Science, Statistics, Informatics, Information Systems, Design Thinking, Security+",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,14,JOB_0366602,0.6588013768196106,Business Intelligence Analyst,Sandhills Global,"Lincoln, NE",Mid senior,Onsite,"Business Intelligence, Data Analysis, Data Mining, Data Visualization, Data Warehousing, Data Management, Data Modeling, Reporting, Troubleshooting, Problem Solving, Communication, Organization, Attention to Detail, Quality Assurance, Microsoft Excel, SQL, Tableau, Microsoft Power BI, R, Python",17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,15,JOB_0067930,0.653133749961853,"Business Analyst / Financial Systems Administrator with Salesforce, and Power BI experience",Staff Financial Group,"Marietta, GA",Mid senior,Onsite,,17.075202999876637
Q03,business intelligence analyst with Power BI and dashboard experience,data,dense_pca128,16,JOB_0477056,0.651809811592102,Business Analyst,Tata Consultancy Services,"Quincy, MA",Mid senior,Onsite,"Data analysis, Business process improvement, Crossfunctional team facilitation, Requirements gathering, Datahub system implementation, Customized pricing reports creation, Dashboards creation, Decision making, Performance metrics, User acceptance testing, Software release management, Bugfree software, Onshore/offshore delivery model, Communication skills, Leadership skills",17.075202999876637
