query_id,query,category,system,latency_ms,rank,doc_id,score,job_title,company,job_location,job_level,job_type,job_skills
Q01,junior data analyst with SQL Tableau and Python,data,bm25,581.6099300000133,11,JOB_0284472,33.01905905835701,Data Analyst IV,Dice,"Cupertino, CA",Mid senior,Onsite,"Python, API Integration, SQL, Tableau, Tableau Prep, Data Engineering, Excel, Big Data, Snowflake, Apache Spark, Pyspark, Hive, Presto, HMS, Scala, Data Exploration, Data Transformation, ETL, Jupyter Notebook, Data Modeling, Reporting, Business Requirements, Data Visualization, Coherent Insights, Data Driven Decision Making, Tableau Expertise, Production Tableau Dashboards, Technical Background"
Q01,junior data analyst with SQL Tableau and Python,data,bm25,581.6099300000133,12,JOB_0113400,32.56880267420343,BI/Data Analyst,TEK NINJAS,"Denver, CO",Mid senior,Onsite,"Data Analysis, SQL, Data Visualization, Tableau, AWS (S3/ EMR/Lambda), Hadoop, Spark, Data Science, Python, Bash scripting, Linux, Git, Project Management, Data Engineering, Business Requirements Gathering, ETL (Extract Transform Load)"
Q01,junior data analyst with SQL Tableau and Python,data,bm25,581.6099300000133,13,JOB_0204522,32.253576581564886,BUSINESS INTELLIGENCE ANALYST,University of Alabama at Birmingham,"Birmingham, AL",Mid senior,Onsite,"SQL, SQL Server Management Studio, SQL Server Reporting Services, Report Builder, Tableau Server, Tableau Desktop, Power BI, Microsoft Excel, PowerShell, Python, Postman, APIs, ETL, Git, GitLab, ServiceNow, Data governance, Data Management, Data Visualization, Data Quality, Data Integration, Data integrity, Data consistency, Process improvement, Training, Support, Bachelor's in Computer Science or related"
Q01,junior data analyst with SQL Tableau and Python,data,bm25,581.6099300000133,14,JOB_0353647,32.24398442317208,Business Analyst - II (728027),The Judge Group,"Alpharetta, GA",Mid senior,Onsite,"SQL, Data Visualization, Tableau, Python, Predictive modeling, Data Science, Data Analysis, Data Mining, Business Analysis, Statistics, Data Transformation, Ad hoc analysis, Relational Databases, Power BI, Computer Science"
Q01,junior data analyst with SQL Tableau and Python,data,bm25,581.6099300000133,15,JOB_0164106,32.12094659630366,Data Analyst,eJAmerica,"Philadelphia, PA",Mid senior,Onsite,"Big Data, Pentaho Architecture, AWS (S3 Athena), SQL (Hive Teradata Spark SQL), Data Quality, Python, Databricks, Machine Learning, Tableau, Power BI, Spark, Scala, Data Analysis, Data Science, Computer Science, Information Systems, ETL, Data Warehousing"
Q01,junior data analyst with SQL Tableau and Python,data,bm25,581.6099300000133,16,JOB_0237016,32.08674058766873,Tableau Developer/Analyst,Dice,"Hartford, CT",Mid senior,Onsite,"Tableau Dashboard Development, Cost Analysis, Monitoring Trends, Forecasting, Data Integration, Tableau Desktop, Tableau Server/Tableau Online, SQL, Data Manipulation, Data Extraction, Financial Concepts, Forecasting Methodologies, Cost Accounting Principles, Python, R, Data Analysis, Cloud Platforms, Google Cloud Platform, Cost Structures, Data Visualization, Design Principles"
Q01,junior data analyst with SQL Tableau and Python,data,bm25,581.6099300000133,17,JOB_0274181,32.056873605689,"Data Analyst-SQL, Python, Visualization tool",Zortech Solutions,"Mountain View, CA",Associate,Onsite,"SQL, Python, Tableau, Qlik sense, Power BI, R, Scala, Shell scripting, Alteryx, Google suite, Master’s degree in mathematics statistics engineering, Data visualization, Data analytics, Datadriven business case, ROI, Research strategy, Datadriven insights"
Q01,junior data analyst with SQL Tableau and Python,data,bm25,581.6099300000133,18,JOB_0185377,32.04478171697231,Lead Data Analyst,Mavensoft Technologies,"Hillsboro, OR",Mid senior,Onsite,"SQL, Python, R, AWS, Data warehouse, BI, Data Analysis, Data Cleansing, Data Curate, Data Manipulate, Documentation, Data modeling, Analytical algorithms, Forecasting, Hadoop, Big Data processing frameworks, Git, Tableau, Power BI, DOMO, EMR, S3, Redshift, Athena, Data visualization, Storytelling, Presentations, Key performance metrics, Reports, Agile, Result oriented, Selfstarter, Minimal direction"
Q01,junior data analyst with SQL Tableau and Python,data,bm25,581.6099300000133,19,JOB_0366602,31.98518729910389,Business Intelligence Analyst,Sandhills Global,"Lincoln, NE",Mid senior,Onsite,"Business Intelligence, Data Analysis, Data Mining, Data Visualization, Data Warehousing, Data Management, Data Modeling, Reporting, Troubleshooting, Problem Solving, Communication, Organization, Attention to Detail, Quality Assurance, Microsoft Excel, SQL, Tableau, Microsoft Power BI, R, Python"
Q01,junior data analyst with SQL Tableau and Python,data,bm25,581.6099300000133,20,JOB_0460803,31.91998261749987,Senior Data Analyst,World Insurance Associates LLC,"Woodbridge, NJ",Mid senior,Onsite,"Data analysis, Data governance, Data cleansing, Data preparation, Data quality, Data visualization, Tableau, Power BI, Advanced Excel, Pivot tables, VLOOKUPs, Power Pivot, Functions, Code review, Automated testing, TSQL, Stored procedures, Functions, Data models, Data modeling, Data profiling, Big data, Communication, Teamwork, Analytical skills, PowerBI (DAX RLS), Python, Pyspark, Google Big query, Microsoft PowerApps, Power Automate, Common Data Service (Power Platform), Data Governance, Data Quality, Master Data Management"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,1,JOB_0000669,46.94601532042737,Sr Data Scientist,Dice,United States,Mid senior,Onsite,"Python, Data Science, Machine Learning, NLP, PyTorch, TensorFlow, Transformers/Hugging Face, NumPy, Git, CI/CD, DevOps, MLOps, LLMOps, OpenAI, HuggingFace, LangChain, LlamaIndex, Prompt Flow, Autogen, Semantic Kernel, Microsoft Azure, Cloud Computing"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,2,JOB_0305868,44.20370058136705,Natural Language Processing Research Assistant II,Boston Children's Hospital,United States,Associate,Onsite,"Natural Language Processing (NLP), Machine learning, Transformers, BERT, Text classification, Entity recognition, Entity extraction, Question answering, PyTorch, Tensorflow, Python, Healthcare datasets, Critical thinking, Communication (oral and written), Research experience"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,3,JOB_0398427,43.9667809077761,Senior MLOps Engineer,Recruiting from Scratch,"Hudson, NH",Mid senior,Onsite,"Machine Learning (ML), Statistical Machine Learning, Data Engineering, Data Pipeline, Big Data, Probabilistic Graphs, Natural Language Processing (NLP), Transformers, Scalable ML, Autonomy, Flexibility, Teamfirst mentality, Python, C++, PyTorch, Tensorflow, Keras, SQL, AWS"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,4,JOB_0486722,42.589208393951125,"Data Scientist - Oakland, CA - (Only W2 Candidates)",Biogensys,"Oakland, CA",Mid senior,Onsite,"Data Science, Python, Tableau, Predictive Analysis, Data Modelling, Natural Language Processing (NLP), Machine Learning (ML), Transformers, Neural Networks, BERT, TensorFlow, PyTorch, SpaCy, Scikitlearn, Pandas, NumPy, Supervised Learning, Unsupervised Learning, SQL, MySQL, SQL Server, Data Migration, Data Analysis, Data Interpretation, Product Design, Statistics, Time Series Analysis, Clustering, Computer Science, Statistics, Mathematics, Engineering"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,5,JOB_0056252,42.27632765384597,"(USA) Senior, Data Scientist - Multilingual Experiences",Walmart,"Bentonville, AR",Mid senior,Onsite,"Machine Translation, Localization, Contextualization, Personalization, NLP, Python, PyTorch, TensorFlow, MarianNMT, OpenNMT, Transformers, LLMs, NMT, Seq2Seq, Data Science, Machine Learning, Optimization Models, Spark, Scala, R, Scikit Learn"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,6,JOB_0410596,41.58671875634333,NLP Team Lead Engineer,Energy Jobline,"Indianapolis, IN",Mid senior,Onsite,"NLP, Computational Linguistics, Artificial Intelligence, Programming, Structured Data, Semistructured Data, Nonstructured Data, Data Sources, NLP Algorithms, Data Measurement, Data Mapping, Data Correlation, Data Disambiguation, Data Tracking, Entity Disambiguation, Text Generation, Machine Translation, Sentiment Analysis, Datasets, Deep Learning Frameworks, Algorithms, Python, SQL, Transformers, Huggingface, Large Language Models, Communication, Collaboration, Validation, Testing, Research Papers, Opensource Projects, Team Leadership, Mentorship, Natural Language Processing, Language Models, Syntax, Semantics, Machine Learning, Deep Learning, Pytorch, TensorFlow, NLP Libraries, Tools, Data Preprocessing, Feature Engineering, Model Evaluation, Problemsolving, Coachability, Generative AI, Healthcare, Data Model, Analytical Capabilities, Name Recognition, Sentiment Analysis, AI Use Cases, Scalability, Clusters"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,7,JOB_0201302,41.52138418233411,NLP Team Lead Engineer,STOITECH Executive Search and Placement,"Miami, FL",Mid senior,Onsite,"NLP, Computational Linguistics, Artificial Intelligence, Programming, Python, SQL, Transformers, Huggingface, Pytorch, TensorFlow, Syntax, Semantics, Data Preprocessing, Feature Engineering, Model Evaluation, Entity Disambiguation, Text Generation, Machine Translation, Sentiment Analysis, Research and Development, Optimization, Enhancement, Data Science, MLOps, Team Leadership, Mentorship, Communication Skills, Collaboration, ProblemSolving Skills, Machine Learning, Deep Learning, Generative AI, Name Recognition, Sentiment Analysis, NLP Libraries and Tools, Master's Degree, PhD, Engineering, Data Science, Computer Science"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,8,JOB_0429528,41.42814586276678,NLP Team Lead Engineer,STOITECH Executive Search and Placement,"Virginia Beach, VA",Mid senior,Onsite,"Natural Language Processing, Computational linguistics, Artificial intelligence, Programming, Machine learning techniques, Deep learning frameworks, Pytorch, TensorFlow, Python, SQL, Transformers, Huggingface, Data preprocessing, Feature engineering, Model evaluation techniques, Data Science, MLOps, Entity disambiguation, Text generation, Machine translation, Sentiment analysis, Generative AI, Name recognition, Structured data, Semistructured data, Nonstructured data, Public data sources, Private data sources, NLP AI algorithms, Research and Development, Optimization, Enhancement, Collaboration, Validation, Testing, Team Leadership, Mentorship, Master's degree, PhD, Engineering, Computer Science, Coachability, Love of learning, Openness to being challenged, Generosity"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,9,JOB_0262976,41.2977544432025,NLP Team Lead Engineer,STOITECH Executive Search and Placement,"Jacksonville, FL",Mid senior,Onsite,"Natural Language Processing, Computational linguistics, Artificial intelligence, Programming, Machine learning, Deep learning, Pytorch, TensorFlow, Python, SQL, Transformers, Huggingface, Entity disambiguation, Text generation, Machine translation, Sentiment analysis, Data preprocessing, Feature engineering, Model evaluation, Problemsolving, Communication, Collaboration, Team leadership, Mentorship, Master's degree, PhD, Engineering, Data science, Computer science, Coachability, Generative AI, Healthcare, B2C, B2B, B2D, Name recognition, Sentiment analysis"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,10,JOB_0451288,40.733498725291945,NLP Team Lead Engineer,STOITECH Executive Search and Placement,"Charlotte, NC",Mid senior,Onsite,"Natural Language Processing, Machine Learning, Deep Learning, Python, SQL, Pytorch, TensorFlow, Transformers, Huggingface, Data Preprocessing, Feature Engineering, Model Evaluation, Generative AI, Name Recognition, Sentiment Analysis, Data Analytics, Communication Skills, Collaboration, Leadership, Mentorship, ProblemSolving, Research and Development, Optimization, Enhancement, Testing, Validation"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,11,JOB_0318684,40.35104137434393,NLP Team Lead Engineer,STOITECH Executive Search and Placement,"Raleigh, NC",Mid senior,Onsite,"NLP, Computational linguistics, Artificial intelligence, Programming, MLOps, Data science, Entity disambiguation, Text generation, Machine translation, Sentiment analysis, Transformers, Huggingface, Pytorch, TensorFlow, Python, SQL, Data preprocessing, Feature engineering, Model evaluation, Engineering, Data Science, Computer Science"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,12,JOB_0085709,40.03240383179548,Senior Machine Learning Engineer,Iconstaff,"Miami, FL",Mid senior,Onsite,"Machine learning, NLP, Small language models, Large language models, Deep learning, Transfer learning, AI infrastructure, Scalable architectures, Productionready ML solutions, Classification, Entity extraction, Recommendation engines, Explainability, Ethical AI, Crossfunctional collaboration, Knowledge sharing, Mentoring, Agile ML workflows, Continuous deployment, DevOps, Python, TensorFlow, PyTorch, Kubernetes, Docker, NLTK, Spacy, Stanford CoreNLP, BERT, GPT3, NoSQL databases, Streaming pipelines, Containerization"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,13,JOB_0049652,38.89339361148983,Senior Data Scientist,Yext,"New York, NY",Mid senior,Onsite,"Python, PyTorch, Transformers, Large Language Models (LLMs), Natural language processing (NLP), Machine learning (ML), Data science, Data analysis, Data visualization, Communication, Leadership, Prioritization, Problemsolving, Teamwork, Crossfunctional collaboration, Product development, Software engineering, Statistics, Experimental design, Data mining, Information retrieval, Machine learning algorithms, AWS, Linux, Mac, Snowflake, MySQL, SQL, Presto, Redshift"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,14,JOB_0121114,38.60982356924455,Senior Machine Learning Engineer,Talent.com,"Montreal, Quebec, Canada",Mid senior,Onsite,"Machine Learning, Algorithm Development, CrossFunctional Collaboration, Model Evaluation, Optimization, Natural Language Processing, NLP, Research and Development, Team Leadership, Python, TensorFlow, PyTorch, Cloudbased Machine Learning Platforms, Information Retrieval, Ranking Algorithms, ML Pipelines"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,15,JOB_0428040,38.59355761318343,Data Engineer,Hott Source,"Boston, MA",Mid senior,Onsite,"Python, Java, Hadoop, Spark, Hive, Pig, AWS, Azure, Google Cloud, Redshift, Snowflake, Airflow, Data Analyst, Data Scientist, Machine Learning, LLM, NLP, Keras, PyTorch, Numpy, Data Visualization, Algorithm, Model, Reporting, Dashboards, Big Data, Engineer, GCP, Apache, Snowflake, AI, ML, MLOps, ETL, Data Lakes, Data Warehouse"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,16,JOB_0381869,38.47257244020659,Generative AI Engineer,BeaconFire Inc.,"Malvern, PA",Mid senior,Onsite,"Python, LangChain, LangIndex, PyTorch, SageMaker SDK, psycopg2, Docker, AWS ECR, AWS, Glue, S3, Lambda, CodeCommit, CodePipeline, Streamlit, NodeJS, NLP, Text classification, Completion, Summarization, Generation, Embeddings models, Vector embeddings, Vector databases, RAG architecture, Retrieval optimization, Splitting methods, Benchmarks, Model evaluation, Vector similarity, Distributed training, Microservices, Data preprocessing, Data analysis, Finetuning, AWS Solutions Architect, AWS Machine Learning Specialty"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,17,JOB_0475071,38.063417537339795,GenAI Engineer,BeaconFire Inc.,"Malvern, PA",Mid senior,Onsite,"Python, LangChain, LangIndex, PyTorch, SageMaker SDK, psycopg2, Docker, AWS ECR, AWS Bedrock, AWS SageMaker, AWS IAM, AWS Glue, AWS S3, AWS Lambda, CodeCommit, CodePipeline, Streamlit, Node.js, Natural Language Processing (NLP), Text Classification, Text Completion, Text Summarization, Text Generation, Embeddings Models, Vector Embeddings, Vector Databases, RAG Architecture, Retrieval Optimization, Splitting Methods, Model Evaluation, Vector Similarity, Distributed Training, GPU Computing, Microservices, AI/Client/GenAI Products, Data Preprocessing, Data Analysis, Data Insights, Data Patterns, Data Trends, AI Model Training, Model FineTuning, Data Preprocessing for FineTuning, AWS Solutions Architect Certification, AWS Machine Learning Specialty Certification"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,18,JOB_0195897,38.04618182222267,"Machine Learning Engineer - Trust and Safety, NLP (Australia)",TikTok,"Sydney, New South Wales, Australia",Mid senior,Onsite,"Machine Learning, Deep Learning, NLP, Computer Vision, Audio, Data Mining, PyTorch, TensorFlow, Python, Data Structures, Algorithms, Java, KDD, IJCAI, WWW, WSDM, ICML, NeurIPS, CVPR, ECCV, ICCV, ACL"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,19,JOB_0468206,37.72585209893053,Machine Learning Engineer 03-SE1220-2,Probity Inc.,"McLean, VA",Mid senior,Onsite,"Neural Networks, LLMs, Python, R, PyTorch, Tensorflow, Keras, SQL, Github, Jenkins, GPUs, HuggingFace Transformers, Cloud Computing, Flask, Text Classification, Topic Modeling, SciKit Learn, Semantic Search, Tableau, Explainable AI (XAI), ONNX (Open Neural Net Exchange)"
Q02,machine learning engineer with NLP PyTorch and transformers,data,bm25,508.63699199999246,20,JOB_0253934,37.45284358394383,Senior Machine Learning Engineer,Neuratek Search,"Reading, England, United Kingdom",Mid senior,Onsite,"Machine learning, Deep learning, Statistical modelling, Python, TensorFlow, PyTorch, Data preprocessing, Data engineering, Cloud platforms, AWS, Azure, GCP, Spark, Hadoop, Natural language Processing, Docker, Kubernetes, Large datasets, Model deployment, Model optimization, Model monitoring, Model performance"
Q03,business intelligence analyst with Power BI and dashboard experience,data,bm25,634.0869690002364,1,JOB_0104937,36.73760267821647,Business Intelligence Analyst,Abacus Careers,"Tyrone, PA",Mid senior,Onsite,"Business Intelligence (BI) Analysis, Reporting, Dashboard, Data Analysis, Data Manipulation, Excel Modeling, Data Visualization, Power BI, QlikSense, Data Cleansing, Data Automation, Data Sources, BI Software Development, Materials Processing (MP) Machine Sales, MP Pipeline Management, Health Insurance, Hybrid Working, Pension Scheme, 2pm Finish Fridays, 31 Days Annual Leave"
Q03,business intelligence analyst with Power BI and dashboard experience,data,bm25,634.0869690002364,2,JOB_0329067,34.96483425600481,Business Intelligence (BI) Consultant SQL,Belmont Lavan,"London, England, United Kingdom",Mid senior,Onsite,"Business Intelligence (BI), Data governance, Data modeling, Dashboard design and development, Data Marts and DW, Crossfunctional collaboration, Datawarehouse data model management, Team management and workload prioritization, Business intelligence and data analysis development, Business problem identification and definition, Existing systems maintenance and improvement, BI solutions implementation and integration, Data collection and processing, Data mining Data Warehouse Data Mart, Information Modelling, Documentation creation and data testing scheduling, SQL Server Data Tools (SSDT) 2017, Azure Data Factory, Azure Data Warehouse, Azure SQL Database, MS Visual Studio 2017, Power BI Desktop, MS SQL Server Management Studio, PowerPivot, Power View, Power Query, QlikView, Databases: MS SQL Server 2012 2017 MS Access Oracle, Programming languages: SQL TSQL DAX MDX C# VB.NET VB VBA, MS SQL Server Integration Services (SSIS), MS SQL Server Reporting Services (SSRS), MS SQL Server Analysis Services (SSAS), MS SQL Server Management Studio 2008"
Q03,business intelligence analyst with Power BI and dashboard experience,data,bm25,634.0869690002364,3,JOB_0115625,34.91702721488489,Financial Analyst,TekIntegral,"Tampa, FL",Associate,Onsite,"Financial Reporting, Financial Planning & Analysis (FP&A), Business Intelligence (BI), Data Visualization, Power BI, SAP S4 HANA, Excel, Dashboard Creation, Financial Modeling, Forecasting, Budgeting, Variance Analysis, Ad Hoc Reporting, Special Projects & Presentations, Microsoft Office Suite (Word Excel PowerPoint Outlook), SAP (preferred), Communication Skills, Teamwork & Collaboration, Adaptability, Problem Solving, Leadership, Relationship Building, Strong Analytical Skills, Bachelor's Degree in Finance Accounting or Business, 4+ years of experience in Financial Reporting and FP&A, Experience in developing automated dashboards and reports using Power BI, Experience in preparing and analyzing financial models and decision support tools"
Q03,business intelligence analyst with Power BI and dashboard experience,data,bm25,634.0869690002364,4,JOB_0499872,34.83226122447928,Business Intelligence Analyst,GardaWorld,"St Louis, MO",Mid senior,Onsite,"Data research, Data compilation, Reporting, Data analysis, Performance metrics, Key performance indicators, Dashboard creation, Root cause analysis, SQL programming, SSMS, ETL, Excel, SAP Web Intelligence, Power BI, Tableau, JavaScript, Python, Problem solving, Compliance, Auditing, Documentation, Microsoft Office Suite, Background screening, Criminal background check, Drug screening, Skills assessment, Interviews"
Q03,business intelligence analyst with Power BI and dashboard experience,data,bm25,634.0869690002364,5,JOB_0195485,33.84872405264978,Data Analyst,Capstone,"Sydney, New South Wales, Australia",Associate,Onsite,"Data engineering, Data analysis, Data visualisation, SQL, R, Power BI, Statistical analysis, Data preprocessing, Data collection, Dashboard development, Reporting, Business intelligence, Datadriven insights, Data requirements, Business objectives, Advanced analytics, Crossfunctional collaboration, Trend identification, Pattern recognition, Opportunity identification, Problemsolving, Communication, Presentation skills, Bachelor's degree, 35 years of experience"
Q03,business intelligence analyst with Power BI and dashboard experience,data,bm25,634.0869690002364,6,JOB_0380370,33.719008328140575,BI Analyst III,Herbalife,"Torrance, CA",Mid senior,Onsite,"Data Extraction, Data Analysis, Dashboard Development, Report Construction, SQL, Python, Statistical Analysis, Business Intelligence, Problem Solving, Troubleshooting, Written Communication, Verbal Communication, Business Rules, Business Processes, Business Goals, Connectors, KPI, Scorecard, Mobile Alerts, Notifications, MicroStrategy, Power BI, Information Technology, Computer Science"
Q03,business intelligence analyst with Power BI and dashboard experience,data,bm25,634.0869690002364,7,JOB_0041699,33.3220589476169,Data Analyst,Amity Foundation,"Los Angeles, CA",Mid senior,Onsite,"Data Analyst, ETL (Extract Transform Load), Data Visualization, Power BI, Dashboard, Report, Data Governance, Apache NiFi, Python, Tableau, RESTful API, Cloud Hosting, AWS, Project Management, MySQL, Oracle, SQL, Data Warehousing, Data Mining, Machine Learning, Artificial Intelligence, Python, R, SAS, Hadoop, Spark, Hive, Pig, Linux, Unix, Windows, Communication, Collaboration, Problem Solving, Attention to Detail, Adaptability, Analytical Skills, Tableau, Power BI, QlikView, SAS Visual Analytics, Microsoft Excel, Data Visualization, Data Storytelling, DataDriven Decision Making, Business Intelligence, Reporting, Data Analysis"
